CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Total,Segment,Churn_Risk
13735,25,4,2883.539972543716,4,4,5,13,Need Attention,Low
13736,5,2,729.7999989092352,5,2,3,10,Potential Loyalists,Low
13737,200,1,339.5999964475631,1,1,2,4,Lost Customers,High
13739,18,1,216.89999485015858,4,1,1,6,Potential Loyalists,Low
13740,241,1,350.74999713897705,1,1,2,4,Lost Customers,High
13741,72,3,668.4299947023392,2,3,3,8,Need Attention,Low
13742,17,12,3107.8699752092366,4,5,5,14,Champions,Low
13743,3,7,1341.5999794006345,5,5,4,14,Champions,Low
13744,95,2,1080.519998729229,2,2,4,8,Need Attention,Medium
13745,162,1,300.03999686241167,2,1,2,5,Lost Customers,Medium
13747,374,1,79.5999984741211,1,1,1,3,Lost Customers,High
13748,96,5,948.2499933242791,2,4,4,10,Need Attention,Medium
13750,54,5,1647.260021686555,3,4,4,11,Need Attention,Low
13751,288,1,296.24999490380264,1,1,2,4,Lost Customers,High
13752,124,6,1175.3799960315228,2,5,4,11,Need Attention,Medium
13753,288,1,741.2599992156033,1,1,3,5,Lost Customers,High
13754,152,2,282.6000032424927,2,2,2,6,Lost Customers,Medium
13755,4,9,2108.0599725805223,5,5,5,15,Champions,Low
13756,2,14,5189.5199431777,5,5,5,15,Champions,Low
13758,12,7,3190.549964100121,5,5,5,15,Champions,Low
13759,33,2,659.4099969863889,3,2,3,8,Potential Loyalists,Low
13760,54,2,286.79000052809727,3,2,2,7,Lost Customers,Low
13761,50,2,1070.6499913930893,3,2,4,9,Need Attention,Low
13762,219,1,306.7200059890751,1,1,2,4,Lost Customers,High
13763,63,1,1714.9600229263285,3,1,4,8,Need Attention,Low
13764,71,3,1519.419991433621,3,3,4,10,Need Attention,Low
13767,2,37,17220.360014080998,5,5,5,15,Champions,Low
13769,2,10,2796.5099787712093,5,5,5,15,Champions,Low
13771,64,4,2634.4499990940094,3,4,5,12,Need Attention,Low
13772,34,3,1122.6299912631514,3,3,4,10,Need Attention,Low
13774,82,1,345.0000021457671,2,1,2,5,Lost Customers,Low
13777,1,33,25977.15985441207,5,5,5,15,Champions,Low
13778,103,1,178.69999635219577,2,1,1,4,Lost Customers,Medium
13780,7,2,360.0100022852422,5,2,2,9,Potential Loyalists,Low
13781,251,1,127.83999776840218,1,1,1,3,Lost Customers,High
13782,13,6,908.8599921464922,5,5,3,13,Need Attention,Low
13784,10,11,2462.789977788926,5,5,5,15,Champions,Low
13786,367,1,230.3999979496003,1,1,1,3,Lost Customers,High
13787,76,2,309.0399973392487,2,2,2,6,Lost Customers,Low
13790,4,1,348.79999291896837,5,1,2,8,Potential Loyalists,Low
13791,128,2,1516.0000324249286,2,2,4,8,Need Attention,Medium
13792,66,2,195.5500011444092,3,2,1,6,Lost Customers,Low
13798,1,57,37153.84967610241,5,5,5,15,Champions,Low
13799,117,2,688.8599975109099,2,2,3,7,Lost Customers,Medium
13800,310,1,558.3200018703939,1,1,3,5,Lost Customers,High
13801,67,1,324.79999971389776,3,1,2,6,Lost Customers,Low
13802,139,3,4599.419979333879,2,3,5,10,Need Attention,Medium
13803,255,1,277.0700001716613,1,1,2,4,Lost Customers,High
13804,31,7,2588.389995336532,4,5,5,14,Need Attention,Low
13805,52,2,924.6000072956091,3,2,3,8,Need Attention,Low
13806,64,1,256.3799967765807,3,1,2,6,Lost Customers,Low
13807,367,1,112.5999984741211,1,1,1,3,Lost Customers,High
13808,6,5,1747.659997582436,5,4,4,13,Champions,Low
13809,305,1,155.04999995231634,1,1,1,3,Lost Customers,High
13810,29,3,1499.009994506836,4,3,4,11,Need Attention,Low
13811,184,3,814.5,1,3,3,7,Need Attention,High
13812,42,3,539.0000002384184,3,3,3,9,Need Attention,Low
13813,40,4,1366.8599875271316,3,4,4,11,Need Attention,Low
13814,92,2,1579.1200156211855,2,2,4,8,Need Attention,Medium
13815,22,4,4027.35998609662,4,4,5,13,Need Attention,Low
13816,24,2,571.6700026988983,4,2,3,9,Potential Loyalists,Low
13817,29,2,382.97999668121315,4,2,2,8,Potential Loyalists,Low
13819,302,3,1140.3499984741213,1,3,4,8,Need Attention,High
13821,145,2,385.63999938964844,2,2,2,6,Lost Customers,Medium
13822,6,2,631.9999900609259,5,2,3,10,Potential Loyalists,Low
13823,19,2,957.6599886715411,4,2,4,10,Potential Loyalists,Low
13824,33,5,1698.939988851547,3,4,4,11,Need Attention,Low
13826,176,1,189.49999904632568,2,1,1,4,Lost Customers,Medium
13827,58,3,409.79999870061886,3,3,2,8,Need Attention,Low
13828,22,1,209.49000000953657,4,1,1,6,Potential Loyalists,Low
13831,16,6,2198.449967265128,4,5,5,14,Champions,Low
13832,19,1,52.2000002861023,4,1,1,6,Potential Loyalists,Low
13833,159,1,383.84999698400514,2,1,2,5,Lost Customers,Medium
13835,25,4,834.5699939727782,4,4,3,11,Need Attention,Low
13837,212,2,266.5900011360646,1,2,2,5,Lost Customers,High
13838,6,4,674.8199956417087,5,4,3,12,Potential Loyalists,Low
13841,253,1,85.0000023841858,1,1,1,3,Lost Customers,High
13842,59,9,3385.619992256165,3,5,5,13,Need Attention,Low
13844,11,1,361.6199998855588,5,1,2,8,Potential Loyalists,Low
13845,65,1,312.9799973964688,3,1,2,6,Lost Customers,Low
13846,25,3,865.0599884986876,4,3,3,10,Need Attention,Low
13848,92,3,1254.999977350236,2,3,4,9,Need Attention,Medium
13849,52,2,1537.9499931633472,3,2,4,9,Need Attention,Low
13850,129,1,1595.4799901247013,2,1,4,7,Need Attention,Medium
13851,96,3,2651.4599968492985,2,3,5,10,Need Attention,Medium
13853,57,1,1090.139990329742,3,1,4,8,Need Attention,Low
13854,9,25,8109.520022630689,5,5,5,15,Champions,Low
13856,169,3,388.5000050067902,2,3,2,7,Lost Customers,Medium
13858,57,1,216.1699986457824,3,1,1,5,Lost Customers,Low
13859,326,1,201.1599977016451,1,1,1,3,Lost Customers,High
13860,1,5,1245.899993419647,5,4,4,13,Champions,Low
13862,18,8,2209.3600032925606,4,5,5,14,Champions,Low
13863,248,1,305.77999973297136,1,1,2,4,Lost Customers,High
13865,58,4,501.5599989891052,3,4,3,10,Need Attention,Low
13866,74,1,145.6700024604797,2,1,1,4,Lost Customers,Low
13867,31,3,1005.089993476868,4,3,4,11,Need Attention,Low
13868,7,2,3192.5399422049513,5,2,5,12,Potential Loyalists,Low
13869,123,4,3083.6499782502665,2,4,5,11,Need Attention,Medium
13870,2,8,2770.939995437861,5,5,5,15,Champions,Low
13871,23,13,6403.24993738532,4,5,5,14,Champions,Low
13873,120,3,389.59999966621416,2,3,2,7,Lost Customers,Medium
13874,358,1,540.4499974250793,1,1,3,5,Lost Customers,High
13875,54,5,1786.789983183145,3,4,4,11,Need Attention,Low
13876,64,1,122.6999969482421,3,1,1,5,Lost Customers,Low
13877,86,1,117.2400026321412,2,1,1,4,Lost Customers,Low
13878,55,1,1271.5699937343595,3,1,4,8,Need Attention,Low
13880,21,13,3219.7699892818932,4,5,5,14,Champions,Low
13881,4,20,17159.519902229313,5,5,5,15,Champions,Low
13882,3,5,1191.129996418953,5,4,4,13,Champions,Low
13883,11,5,2674.4800026416783,5,4,5,14,Champions,Low
13884,7,5,787.5999906063078,5,4,3,12,Potential Loyalists,Low
13885,189,2,506.7999980449676,1,2,3,6,Lost Customers,High
13886,71,1,243.5599997043609,3,1,1,5,Lost Customers,Low
13887,204,1,349.54999518394465,1,1,2,4,Lost Customers,High
13888,120,2,595.6699979305266,2,2,3,7,Lost Customers,Medium
13889,93,1,416.89998674392666,2,1,2,5,Lost Customers,Medium
13890,1,10,1883.809971570968,5,5,4,14,Champions,Low
13892,27,4,632.9699926376338,4,4,3,11,Need Attention,Low
13893,298,1,821.099996089935,1,1,3,5,Lost Customers,High
13894,24,3,564.6199958324434,4,3,3,10,Potential Loyalists,Low
13895,28,4,2593.0699961185455,4,4,5,13,Need Attention,Low
13897,50,1,311.16000247001637,3,1,2,6,Lost Customers,Low
13898,326,1,155.92999982833862,1,1,1,3,Lost Customers,High
13899,16,2,388.5200014114381,4,2,2,8,Potential Loyalists,Low
13900,183,3,740.9499956369398,1,3,3,7,Need Attention,High
13901,72,5,2867.1999986171722,2,4,5,11,Need Attention,Low
13904,37,2,332.64000076055544,3,2,2,7,Potential Loyalists,Low
13908,80,4,2369.549986481666,2,4,5,11,Need Attention,Low
13911,57,9,2580.909987807275,3,5,5,13,Need Attention,Low
13914,12,2,626.4499931335447,5,2,3,10,Potential Loyalists,Low
13917,50,2,272.0399971008301,3,2,2,7,Lost Customers,Low
13918,50,2,1212.839985370636,3,2,4,9,Need Attention,Low
13919,59,2,384.8099969327456,3,2,2,7,Lost Customers,Low
13922,352,1,172.2499997019767,1,1,1,3,Lost Customers,High
13923,54,1,351.12999880313873,3,1,2,6,Lost Customers,Low
13924,2,6,1838.849990710616,5,5,4,14,Champions,Low
13925,93,4,678.2500014305116,2,4,3,9,Need Attention,Medium
13926,23,1,223.85000100731867,4,1,1,6,Potential Loyalists,Low
13927,75,1,348.9899957478045,2,1,2,5,Lost Customers,Low
13928,11,4,464.5699980258944,5,4,2,11,Potential Loyalists,Low
13929,169,2,842.6499867439263,2,2,3,7,Lost Customers,Medium
13930,58,2,337.340000629425,3,2,2,7,Lost Customers,Low
13931,96,2,1237.5300045013428,2,2,4,8,Need Attention,Medium
13932,295,1,307.3999981880188,1,1,2,4,Lost Customers,High
13933,109,2,608.7899923324583,2,2,3,7,Lost Customers,Medium
13934,264,1,922.0999999046326,1,1,3,5,Lost Customers,High
13936,180,1,376.57999730110157,1,1,2,4,Lost Customers,Medium
13937,169,1,158.85000085830688,2,1,1,4,Lost Customers,Medium
13938,35,1,71.65999960899354,3,1,1,5,Lost Customers,Low
13939,23,3,568.5499963313342,4,3,3,10,Potential Loyalists,Low
13940,17,4,839.1399980783465,4,4,3,11,Potential Loyalists,Low
13941,22,5,5112.959933757781,4,4,5,13,Champions,Low
13946,79,3,561.5699914693828,2,3,3,8,Need Attention,Low
13947,65,1,90.59999942779541,3,1,1,5,Lost Customers,Low
13948,361,1,102.0000009536743,1,1,1,3,Lost Customers,High
13949,3,6,2427.3199943602085,5,5,5,15,Champions,Low
13950,11,4,745.0599956512452,5,4,3,12,Potential Loyalists,Low
13951,176,3,674.4499958753587,2,3,3,8,Need Attention,Medium
13952,218,2,3251.070976210641,1,2,5,8,Need Attention,High
13953,7,7,3515.679990053177,5,5,5,15,Champions,Low
13954,2,2,439.9200036525727,5,3,2,10,Potential Loyalists,Low
13955,154,2,322.9600008726121,2,3,2,7,Lost Customers,Medium
13956,5,5,1019.2699957042936,5,4,4,13,Potential Loyalists,Low
13959,79,3,594.0399977564812,2,3,3,8,Need Attention,Low
13960,21,2,230.21999883651728,4,3,1,8,Potential Loyalists,Low
13962,22,2,169.5499985218049,4,3,1,8,Potential Loyalists,Low
13963,308,4,664.5399980545045,1,4,3,8,Need Attention,High
13967,146,1,80.69999885559079,2,1,1,4,Lost Customers,Medium
13969,7,18,9024.169952660797,5,5,5,15,Champions,Low
13971,19,8,2758.2599910497656,4,5,5,14,Champions,Low
13972,71,2,190.24999874830243,3,3,1,7,Lost Customers,Low
13973,287,1,264.69999948143965,1,1,2,4,Lost Customers,High
13974,49,1,413.58999729156494,3,1,2,6,Lost Customers,Low
13975,31,6,2461.239978432655,4,5,5,14,Need Attention,Low
13976,207,1,357.97999906539917,1,1,2,4,Lost Customers,High
13978,15,2,196.78999632596967,4,3,1,8,Potential Loyalists,Low
13979,73,1,869.8699876666066,2,1,3,6,Lost Customers,Low
13980,60,1,200.13999915122983,3,1,1,5,Lost Customers,Low
13982,39,4,1871.809986501932,3,4,4,11,Need Attention,Low
13983,30,12,2603.429989099503,4,5,5,14,Champions,Low
13984,27,5,920.5099792480473,4,4,3,11,Need Attention,Low
13985,4,15,7060.129926919934,5,5,5,15,Champions,Low
13986,17,1,320.45999693870544,4,1,2,7,Potential Loyalists,Low
13988,20,6,4147.959984838963,4,5,5,14,Champions,Low
13989,66,2,1266.0800056159505,3,3,4,10,Need Attention,Low
13990,213,1,311.29999637603754,1,1,2,4,Lost Customers,High
13991,12,6,852.8799893856045,5,5,3,13,Need Attention,Low
13992,30,1,76.80000019073486,4,1,1,6,Lost Customers,Low
13993,43,9,3466.359979867935,3,5,5,13,Champions,Low
13994,4,6,2274.1399790048595,5,5,5,15,Champions,Low
13995,15,5,1393.6899864673608,4,4,4,12,Need Attention,Low
13999,10,12,3901.80995929241,5,5,5,15,Champions,Low
14000,211,1,635.6599993705752,1,1,3,5,Lost Customers,High
14001,46,3,2043.0799789428725,3,3,4,10,Need Attention,Low
14002,134,2,529.7299949526788,2,3,3,8,Lost Customers,Medium
14004,43,7,4582.639957666396,3,5,5,13,Need Attention,Low
14005,10,5,2874.72001874447,5,4,5,14,Champions,Low
14006,116,3,962.1899948120122,2,3,4,9,Need Attention,Medium
14009,198,2,695.609997034073,1,3,3,7,Lost Customers,High
14012,278,1,328.8000011444092,1,1,2,4,Lost Customers,High
14013,110,3,473.0200003385543,2,3,2,7,Lost Customers,Medium
14014,77,1,505.179991066456,2,1,3,6,Lost Customers,Low
14015,53,1,917.3400006294254,3,1,3,7,Lost Customers,Low
14016,162,4,4341.209991395474,2,4,5,11,Need Attention,Medium
14019,47,3,1421.6099927425385,3,3,4,10,Need Attention,Low
14020,17,2,642.799998909235,4,3,3,10,Potential Loyalists,Low
14021,155,3,631.8999917507169,2,3,3,8,Need Attention,Medium
14022,225,1,439.9999966323379,1,1,2,4,Lost Customers,High
14023,7,2,584.0699956417083,5,3,3,11,Potential Loyalists,Low
14024,122,2,327.6999945640561,2,3,2,7,Lost Customers,Medium
14027,61,1,104.81999921798717,3,1,1,5,Lost Customers,Low
14029,63,2,467.6599969863893,3,3,2,8,Lost Customers,Low
14030,18,8,2358.8399948477754,4,5,5,14,Champions,Low
14031,7,19,17286.85983920097,5,5,5,15,Champions,Low
14032,2,11,2975.5899831950665,5,5,5,15,Champions,Low
14034,22,3,648.8900056183338,4,3,3,10,Potential Loyalists,Low
14035,29,5,1428.0200139880178,4,4,4,12,Need Attention,Low
14036,285,1,626.649991631508,1,1,3,5,Lost Customers,High
14037,176,2,147.1999995708466,2,3,1,6,Lost Customers,Medium
14038,78,3,1560.3799761831744,2,3,4,9,Need Attention,Low
14039,33,1,152.2000017166137,3,1,1,5,Lost Customers,Low
14040,41,12,3560.3199586570263,3,5,5,13,Champions,Low
14041,266,1,141.4099986255169,1,1,1,3,Lost Customers,High
14044,27,4,646.4199964106083,4,4,3,11,Need Attention,Low
14045,109,4,1659.749983906745,2,4,4,10,Need Attention,Medium
14046,284,1,154.98999536037448,1,1,1,3,Lost Customers,High
14047,9,5,1308.609998941421,5,4,4,13,Need Attention,Low
14048,305,1,409.9299972057344,1,1,2,4,Lost Customers,High
14049,17,4,5578.719947040081,4,4,5,13,Need Attention,Low
14050,32,2,746.3600009977816,4,3,3,10,Potential Loyalists,Low
14051,1,23,15610.389792442316,5,5,5,15,Champions,Low
14052,20,1,225.35999879240987,4,1,1,6,Potential Loyalists,Low
14053,124,2,260.2499949932097,2,3,2,7,Lost Customers,Medium
14054,65,1,92.45999860763538,3,1,1,5,Lost Customers,Low
14055,106,1,725.6400113105773,2,1,3,6,Lost Customers,Medium
14056,1,23,8152.709939628841,5,5,5,15,Champions,Low
14057,24,17,6211.6599622666845,4,5,5,14,Champions,Low
14059,267,1,183.5999999046325,1,1,1,3,Lost Customers,High
14060,5,19,6140.419916808606,5,5,5,15,Champions,Low
14062,10,12,10464.849886000155,5,5,5,15,Champions,Low
14064,29,5,1334.340006709099,4,4,4,12,Need Attention,Low
14066,267,1,152.5499982833862,1,1,1,3,Lost Customers,High
14067,64,2,374.6999959647657,3,3,2,8,Lost Customers,Low
14068,320,1,265.84999990463257,1,1,2,4,Lost Customers,High
14071,4,8,1437.5699956268074,5,5,4,14,Champions,Low
14073,32,1,151.04000091552737,4,1,1,6,Potential Loyalists,Low
14075,5,3,942.2599904537202,5,3,4,12,Potential Loyalists,Low
14076,129,1,118.67000035941605,2,1,1,4,Lost Customers,Medium
14077,41,5,499.4199990034105,3,4,3,10,Need Attention,Low
14078,102,6,1049.3699851036074,2,5,4,11,Need Attention,Medium
14079,125,1,375.0999949276447,2,1,2,5,Lost Customers,Medium
14080,33,1,45.6000008583069,3,1,1,5,Lost Customers,Low
14081,302,2,921.6199898719791,1,3,3,7,Lost Customers,High
14082,365,1,182.24999845027924,1,1,1,3,Lost Customers,High
14083,4,9,1002.8999891877176,5,5,4,14,Champions,Low
14085,2,18,4421.289958268405,5,5,5,15,Champions,Low
14087,3,1,191.46999871358275,5,1,1,7,Potential Loyalists,Low
14088,10,13,50491.8097076416,5,5,5,15,Champions,Low
14089,57,1,158.7500002384186,3,1,1,5,Lost Customers,Low
14090,325,1,76.319995880127,1,1,1,3,Lost Customers,High
14092,8,14,4076.9099759161472,5,5,5,15,Champions,Low
14093,12,1,433.8599937558174,5,1,2,8,Potential Loyalists,Low
14096,4,17,65164.78999716046,5,5,5,15,Champions,Low
14098,37,1,147.3499975353479,3,1,1,5,Lost Customers,Low
14099,16,11,3104.169959485531,4,5,5,14,Champions,Low
14100,138,1,191.94999819993973,2,1,1,4,Lost Customers,Medium
14101,74,6,5976.789989233013,2,5,5,12,Need Attention,Low
14102,5,5,1105.8800078630447,5,4,4,13,Potential Loyalists,Low
14104,155,2,216.2100013867021,2,3,1,6,Lost Customers,Medium
14105,239,1,1266.2299943268301,1,1,4,6,Lost Customers,High
14107,52,7,2703.229969501495,3,5,5,13,Need Attention,Low
14108,31,2,597.9099946618084,4,3,3,10,Potential Loyalists,Low
14109,73,1,144.1999995708466,2,1,1,4,Lost Customers,Low
14110,4,12,5683.150017321107,5,5,5,15,Champions,Low
14111,14,4,692.8499987125396,4,4,3,11,Potential Loyalists,Low
14112,23,7,2915.1499698162056,4,5,5,14,Champions,Low
14113,4,4,1840.4199993312354,5,4,4,13,Champions,Low
14114,274,2,386.5300052165985,1,3,2,6,Lost Customers,High
14116,20,5,1382.7399959564207,4,4,4,12,Need Attention,Low
14117,144,1,90.0,2,1,1,4,Lost Customers,Medium
14121,4,4,2780.149989843368,5,4,5,14,Champions,Low
14124,84,1,419.5799913108349,2,1,2,5,Lost Customers,Low
14125,11,3,2720.6299856007104,5,3,5,13,Need Attention,Low
14126,8,3,706.1299853324892,5,3,3,11,Potential Loyalists,Low
14127,123,3,709.7099871635436,2,3,3,8,Need Attention,Medium
14128,61,2,637.4999970495702,3,3,3,9,Need Attention,Low
14129,2,5,1123.8599896430965,5,4,4,13,Champions,Low
14130,319,1,480.909998446703,1,1,2,4,Lost Customers,High
14132,2,11,3586.0299944281583,5,5,5,15,Champions,Low
14133,130,3,605.6400017738345,2,3,3,8,Need Attention,Medium
14135,2,15,4690.309940010308,5,5,5,15,Champions,Low
14138,2,2,965.8799856901165,5,3,4,12,Potential Loyalists,Low
14139,46,1,415.81999790668493,3,1,2,6,Lost Customers,Low
14140,4,2,935.0499979257585,5,3,4,12,Potential Loyalists,Low
14141,3,4,915.1299772262568,5,4,3,12,Potential Loyalists,Low
14142,373,1,311.8099987804891,1,1,2,4,Lost Customers,High
14143,134,1,115.7999997138977,2,1,1,4,Lost Customers,Medium
14145,47,4,3742.1998558044415,3,4,5,12,Need Attention,Low
14146,9,5,4190.999990135432,5,4,5,14,Champions,Low
14147,78,2,483.3999996185303,2,3,2,7,Lost Customers,Low
14148,234,1,157.1999988555908,1,1,1,3,Lost Customers,High
14149,221,1,446.61999869346613,1,1,2,4,Lost Customers,High
14150,36,2,658.639999836683,3,3,3,9,Potential Loyalists,Low
14152,75,2,621.2899931669234,2,3,3,8,Lost Customers,Low
14154,239,2,1345.6199959516528,1,3,4,8,Need Attention,High
14155,266,1,118.7499976158142,1,1,1,3,Lost Customers,High
14156,10,55,117210.07954704762,5,5,5,15,Champions,Low
14157,20,2,424.8899937868118,4,3,2,9,Potential Loyalists,Low
14158,40,1,507.65999332070385,3,1,3,7,Potential Loyalists,Low
14159,20,11,4630.349972710014,4,5,5,14,Champions,Low
14161,216,3,1097.6199924051764,1,3,4,8,Need Attention,High
14162,174,2,289.36000013351446,2,3,2,7,Lost Customers,Medium
14163,87,4,2445.909963905811,2,4,5,11,Need Attention,Low
14164,71,2,1631.7699930667877,3,3,4,10,Need Attention,Low
14165,276,1,120.43999913334848,1,1,1,3,Lost Customers,High
14167,39,4,562.5899975299835,3,4,3,10,Need Attention,Low
14171,98,1,363.78999847173696,2,1,2,5,Lost Customers,Medium
14173,11,4,450.8399970531464,5,4,2,11,Potential Loyalists,Low
14174,33,1,134.4600003361702,3,1,1,5,Lost Customers,Low
14175,60,3,3222.2999808490276,3,3,5,11,Need Attention,Low
14176,297,4,576.8999979496002,1,4,3,8,Lost Customers,High
14177,86,4,549.4599892497065,2,4,3,9,Need Attention,Low
14178,9,7,1600.259977184236,5,5,4,14,Champions,Low
14179,41,2,701.5699949562551,3,3,3,9,Potential Loyalists,Low
14180,11,25,4748.519965648651,5,5,5,15,Champions,Low
14184,67,1,452.89000010490423,3,1,2,6,Lost Customers,Low
14185,331,1,197.6499996185303,1,1,1,3,Lost Customers,High
14188,31,6,2054.359954714775,4,5,4,13,Need Attention,Low
14189,2,15,4654.079978078604,5,5,5,15,Champions,Low
14191,2,13,4684.759937465189,5,5,5,15,Champions,Low
14193,68,2,853.3899945020673,3,3,3,9,Need Attention,Low
14194,5,21,11349.519889742132,5,5,5,15,Champions,Low
14195,202,2,1012.0000038146968,1,3,4,8,Lost Customers,High
14196,107,1,335.51999568939186,2,1,2,5,Lost Customers,Medium
14198,18,4,701.3999944329262,4,4,3,11,Potential Loyalists,Low
14199,218,1,185.39999723434428,1,1,1,3,Lost Customers,High
14201,60,7,747.4399998188017,3,5,3,11,Need Attention,Low
14204,2,1,150.60999765992162,5,1,1,7,Potential Loyalists,Low
14205,17,2,466.6999940872192,4,3,2,9,Potential Loyalists,Low
14206,239,1,328.1600036621095,1,1,2,4,Lost Customers,High
14208,95,1,151.7400005459787,2,1,1,4,Lost Customers,Medium
14209,11,6,2073.4299874305725,5,5,5,15,Champions,Low
14210,106,6,1905.8399724960325,2,5,4,11,Need Attention,Medium
14211,53,9,2241.0999947786327,3,5,5,13,Need Attention,Low
14212,90,1,1070.4800112247483,2,1,4,7,Lost Customers,Low
14214,31,5,1004.3799963891507,4,4,4,12,Need Attention,Low
14215,12,6,1789.7199928760526,5,5,4,14,Champions,Low
14216,3,4,1839.2999776601794,5,4,4,13,Champions,Low
14217,2,17,2004.9799852371214,5,5,4,14,Champions,Low
14218,43,1,169.47999835014335,3,1,1,5,Lost Customers,Low
14219,4,1,89.93999898433684,5,1,1,7,Potential Loyalists,Low
14220,247,2,632.3999977111816,1,3,3,7,Lost Customers,High
14221,42,9,3432.799985945225,3,5,5,13,Champions,Low
14222,177,1,683.169998049736,2,1,3,6,Lost Customers,Medium
14223,92,3,991.129988908768,2,3,4,9,Need Attention,Medium
14224,110,4,1009.7299937605859,2,4,4,10,Need Attention,Medium
14226,29,5,2214.7900036871442,4,4,5,13,Need Attention,Low
14227,26,10,3350.9599666595454,4,5,5,14,Champions,Low
14229,52,3,1547.1999917030332,3,3,4,10,Need Attention,Low
14231,184,3,925.7099955081939,1,3,3,7,Need Attention,High
14232,43,5,2048.0699806809425,3,4,4,11,Need Attention,Low
14233,49,4,1462.7199990749364,3,4,4,11,Need Attention,Low
14234,22,4,754.1199959218505,4,4,3,11,Need Attention,Low
14235,75,5,3144.86000469327,2,4,5,11,Need Attention,Low
14236,81,2,490.8599915504456,2,3,3,8,Lost Customers,Low
14237,373,1,161.0000014305115,1,1,1,3,Lost Customers,High
14238,326,1,146.8499989509582,1,1,1,3,Lost Customers,High
14239,43,11,2380.849972009658,3,5,5,13,Champions,Low
14240,30,2,890.3399906158447,4,3,3,10,Potential Loyalists,Low
14241,184,1,213.7000007629394,1,1,1,3,Lost Customers,High
14242,235,2,280.5500004291536,1,3,2,6,Lost Customers,High
14243,9,10,2588.7699737548824,5,5,5,15,Champions,Low
14245,220,2,1693.4499943256378,1,3,4,8,Need Attention,High
14246,111,3,1474.0599910020826,2,3,4,9,Need Attention,Medium
14247,278,1,136.7699996232987,1,1,1,3,Lost Customers,High
14248,318,1,302.5799996852875,1,1,2,4,Lost Customers,High
14250,7,3,1904.0499767959113,5,3,4,12,Potential Loyalists,Low
14251,2,5,2879.6999735832196,5,4,5,14,Champions,Low
14256,260,2,969.059995174408,1,3,4,8,Lost Customers,High
14257,64,5,3099.71997103095,3,4,5,12,Need Attention,Low
14258,9,9,12669.979805707933,5,5,5,15,Champions,Low
14259,142,1,119.9999983310699,2,1,1,4,Lost Customers,Medium
14261,51,2,1163.4500000476837,3,3,4,10,Need Attention,Low
14262,8,8,2618.2299945950513,5,5,5,15,Champions,Low
14264,155,2,333.9699940681458,2,3,2,7,Lost Customers,Medium
14265,109,2,530.1799972057347,2,3,3,8,Lost Customers,Medium
14267,163,3,1516.239989519119,2,3,4,9,Need Attention,Medium
14270,332,1,492.6499972343443,1,1,3,5,Lost Customers,High
14271,226,1,112.31999862194067,1,1,1,3,Lost Customers,High
14272,74,2,437.9599969089033,2,3,2,7,Lost Customers,Low
14273,51,4,559.9699836969368,3,4,3,10,Need Attention,Low
14276,99,3,1119.7399978637693,2,3,4,9,Need Attention,Medium
14277,15,3,4188.000005155801,4,3,5,12,Need Attention,Low
14280,197,1,134.03999745845795,1,1,1,3,Lost Customers,High
14282,3,15,3701.4399521648875,5,5,5,15,Champions,Low
14284,31,2,595.2499971389769,4,3,3,10,Potential Loyalists,Low
14285,21,4,1910.0099859237657,4,4,4,12,Need Attention,Low
14286,24,3,4628.749976068737,4,3,5,12,Need Attention,Low
14287,8,3,176.6299990415573,5,3,1,9,Potential Loyalists,Low
14288,213,1,426.6000022888184,1,1,2,4,Lost Customers,High
14289,9,6,911.2599899768832,5,5,3,13,Potential Loyalists,Low
14290,11,5,2314.6499903798103,5,4,5,14,Champions,Low
14291,2,11,3883.249952197075,5,5,5,15,Champions,Low
14292,8,9,4871.929902553558,5,5,5,15,Champions,Low
14293,3,4,1046.5599832236767,5,4,4,13,Potential Loyalists,Low
14295,40,1,166.1999931335448,3,1,1,5,Lost Customers,Low
14297,18,4,1305.330002069473,4,4,4,12,Need Attention,Low
14298,8,44,51527.29972089827,5,5,5,15,Champions,Low
14299,8,9,3965.61997938156,5,5,5,15,Champions,Low
14300,19,1,43.1999998092651,4,1,1,6,Potential Loyalists,Low
14301,117,1,640.139994621277,2,1,3,6,Lost Customers,Medium
14304,223,1,383.44999408721907,1,1,2,4,Lost Customers,High
14305,71,3,1858.9600003957746,3,3,4,10,Need Attention,Low
14306,51,2,2093.3199618160706,3,3,5,11,Need Attention,Low
14307,89,6,2995.7199893593793,2,5,5,12,Need Attention,Low
14309,8,9,2352.5299975275993,5,5,5,15,Champions,Low
14311,243,1,310.2599983215332,1,1,2,4,Lost Customers,High
14312,47,6,1611.5899913311007,3,5,4,12,Need Attention,Low
14314,107,1,120.00000035762787,2,1,1,4,Lost Customers,Medium
14315,45,6,2481.1299760341635,3,5,5,13,Need Attention,Low
14317,65,1,508.5799994468688,3,1,3,7,Lost Customers,Low
14320,207,2,477.78999912738806,1,3,2,6,Lost Customers,High
14321,11,5,1530.7499835491183,5,4,4,13,Need Attention,Low
14323,115,2,605.0600012540816,2,3,3,8,Lost Customers,Medium
14326,242,1,183.8499975204467,1,1,1,3,Lost Customers,High
14327,163,1,311.6500010490418,2,1,2,5,Lost Customers,Medium
14329,17,7,4975.239961385726,4,5,5,14,Champions,Low
14331,124,2,462.6599974632263,2,3,2,7,Lost Customers,Medium
